,host_is_superhost,host_listings_count,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,instant_bookable,is_business_travel_ready,cancellation_policy
324,f,6.0,-22.97876256374912,-43.22409553427191,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Host greets you""}",$89.00,1,$0.00,2,30,41.0,t,f,strict_14_with_grace_period
325,f,2.0,-22.94311132915324,-43.18365506854623,Apartment,Private room,2,2.0,1.0,2.0,Real Bed,"{Internet,Wifi,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""First aid kit"",Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Building staff"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",""Patio or balcony"",""Luggage dropoff allowed""}",$78.00,1,$50.00,4,15,99.0,f,f,moderate
326,t,2.0,-22.984803281066604,-43.19580586783267,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,Wifi,""Air conditioning"",""Wheelchair accessible"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",""Wide doorway"",""Well-lit path to entrance"",""Step-free access"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Wide doorway"",""Accessible-height toilet"",""Wide entryway""}",$89.00,1,$50.00,3,90,29.0,t,f,strict_14_with_grace_period
327,t,7.0,-22.928544124448017,-43.19478262863695,House,Private room,16,5.0,1.0,7.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Wheelchair accessible"",Pool,Kitchen,""Smoking allowed"",Breakfast,""Pets live on this property"",Cat(s),""Hot tub"",""Family/kid friendly"",""Suitable for events"",Washer,Essentials}",$175.00,2,$44.00,1,30,61.0,f,f,moderate
328,t,7.0,-22.92873170956501,-43.19412028633708,House,Private room,16,5.0,1.0,7.0,Real Bed,"{Internet,Wifi,""Wheelchair accessible"",Pool,Kitchen,""Smoking allowed"",Breakfast,""Pets live on this property"",Cat(s),""Hot tub"",""Family/kid friendly"",""Suitable for events"",Washer,Essentials}",$175.00,2,$44.00,1,30,30.0,f,f,moderate
329,t,4.0,-22.923570862730426,-43.172119690364845,Apartment,Private room,1,2.0,2.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",Beachfront}",$51.00,1,$40.00,3,300,104.0,t,f,flexible
330,t,4.0,-22.98683592195465,-43.19196863179644,Apartment,Entire home/apt,3,2.0,1.0,2.0,Real Bed,"{""Cable TV"",Wifi,Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Host greets you""}",$229.00,2,$60.00,3,1125,14.0,f,f,strict_14_with_grace_period
331,f,1.0,-22.968731674254144,-43.18238445500861,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",""Laptop friendly workspace""}",$229.00,1,$0.00,2,30,4.0,t,f,strict_14_with_grace_period
332,f,2.0,-22.903808865297886,-43.22037376141856,Bed and breakfast,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,Wifi,Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Shampoo}",$233.00,1,$155.00,1,1125,1.0,f,f,strict_14_with_grace_period
333,f,2.0,-22.9267712070172,-43.17891478486264,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Hangers,Iron,""Self check-in"",""Building staff"",""Hot water"",""Bed linens""}",$124.00,2,$150.00,5,30,9.0,f,f,strict_14_with_grace_period
334,f,8.0,-22.986803709061103,-43.19075431854439,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Family/kid friendly"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Hot water"",""Long term stays allowed"",""Host greets you""}",$101.00,2,$50.00,5,1125,5.0,t,f,strict_14_with_grace_period
335,f,2.0,-22.94490776177314,-43.18311802407714,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Family/kid friendly"",Washer,""Fire extinguisher""}",$210.00,2,$90.00,4,30,54.0,f,f,strict_14_with_grace_period
336,f,4.0,-22.914430037931943,-43.18853292676649,Condominium,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,Internet,Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""Fire extinguisher"",Essentials,""24-hour check-in"",Iron}",$198.00,2,$66.00,1,90,1.0,f,f,strict_14_with_grace_period
337,f,1.0,-23.01082235466435,-43.36435931344619,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,"{""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly""}","$1,166.00",1,$194.00,1,30,0.0,f,f,strict_14_with_grace_period
338,t,4.0,-22.984883836767803,-43.191953788987455,Apartment,Private room,2,3.0,4.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,""Buzzer/wireless intercom"",Washer,Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Luggage dropoff allowed"",""Long term stays allowed"",""Step-free access"",""Host greets you"",""Paid parking on premises""}",$82.00,1,$0.00,5,90,9.0,f,f,strict_14_with_grace_period
339,f,1.0,-23.031068944707062,-43.47635912114657,Loft,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Safety card"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",""Self check-in"",""Building staff"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,""Luggage dropoff allowed"",""Long term stays allowed"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Disabled parking spot"",""Step-free access"",""Step-free access"",""Step-free access"",Beachfront}",$202.00,2,$117.00,2,1125,17.0,f,f,strict_14_with_grace_period
340,f,1.0,-22.96984094900459,-43.18324278880122,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom""}",$268.00,1,$0.00,3,1125,90.0,f,f,strict_14_with_grace_period
341,f,5.0,-22.96218437355897,-43.17410054730341,Apartment,Entire home/apt,3,0.0,1.0,1.0,Real Bed,{},$249.00,1,$0.00,5,1125,0.0,f,f,strict_14_with_grace_period
342,f,1.0,-22.93720121083825,-43.19450875247197,Hostel,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Air conditioning""}",$299.00,1,$0.00,2,14,0.0,f,f,moderate
343,f,1.0,-22.93458151474503,-43.17781569527578,Apartment,Private room,1,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer}",$155.00,1,$39.00,1,60,1.0,f,f,strict_14_with_grace_period
344,t,4.0,-22.98101487651359,-43.22584861687909,Apartment,Entire home/apt,4,1.0,1.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",$140.00,3,$0.00,3,365,138.0,t,f,strict_14_with_grace_period
345,f,1.0,-22.954154968317223,-43.19434644183604,Apartment,Shared room,2,2.0,1.0,2.0,Real Bed,"{Wifi,Doorman,Elevator,""Buzzer/wireless intercom"",Shampoo,""24-hour check-in"",Hangers,""Laptop friendly workspace""}",$89.00,2,$80.00,1,1125,1.0,f,f,flexible
346,t,3.0,-22.96484017162533,-43.17288296226699,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$105.00,2,$21.00,3,28,35.0,f,f,strict_14_with_grace_period
347,f,5.0,-22.96029179137165,-43.20141926364556,Hostel,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,""Pets live on this property"",Dog(s),Cat(s),Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Essentials,Hangers,""Hair dryer"",Iron}",$101.00,2,$50.00,1,30,3.0,f,f,strict_14_with_grace_period
348,f,2.0,-23.01124413074581,-43.372540469340905,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Breakfast,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Baby bath"",Crib}",$295.00,4,$75.00,3,90,51.0,f,f,moderate
349,f,1.0,-22.915850059250943,-43.17898058597553,House,Private room,3,1.0,1.0,2.0,Real Bed,"{Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",Dog(s),Cat(s),""Family/kid friendly"",""First aid kit"",Essentials,Microwave,Refrigerator,""Dishes and silverware"",""Luggage dropoff allowed""}",$152.00,1,$80.00,2,365,31.0,f,f,strict_14_with_grace_period
350,f,2.0,-22.84048955078813,-43.31370207233304,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Wifi,Breakfast}",$253.00,1,$253.00,1,10,0.0,f,f,flexible
351,f,3.0,-22.96652891205555,-43.18057170178757,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Paid parking off premises"",Doorman,Elevator,Washer,Essentials,Hangers,Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",$152.00,2,$100.00,3,30,67.0,f,f,strict_14_with_grace_period
352,f,2.0,-22.982701312808626,-43.19101978405681,Apartment,Entire home/apt,6,2.0,3.0,4.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Self check-in"",Lockbox,""Window guards"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Accessible-height toilet"",Beachfront}",$641.00,1,$0.00,2,29,190.0,t,f,strict_14_with_grace_period
353,t,3.0,-22.981935053134823,-43.18916102240243,Condominium,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Host greets you""}",$198.00,2,$29.00,3,30,133.0,t,f,strict_14_with_grace_period
354,f,1.0,-22.97620620659591,-43.19711199759836,Condominium,Entire home/apt,4,2.5,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Doorman,Elevator,""Free street parking"",""Hot tub"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",$497.00,2,$128.00,3,360,8.0,f,f,flexible
355,t,23.0,-22.981098379281597,-43.20766538065688,Guest suite,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Smart lock"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Wide doorway"",""Well-lit path to entrance"",""Paid parking on premises""}",$109.00,1,$0.00,2,1124,13.0,t,f,strict_14_with_grace_period
356,f,1.0,-22.97257788603524,-43.1896901246231,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,""Family/kid friendly"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Host greets you""}",$179.00,4,$300.00,5,120,22.0,t,f,strict_14_with_grace_period
357,f,1.0,-22.98163317680996,-43.19178298794704,Apartment,Private room,2,3.0,1.0,1.0,Futon,"{TV,""Cable TV"",Internet,Wifi,""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Breakfast,""Pets live on this property"",""Other pet(s)"",Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Suitable for events"",Washer}",$501.00,1,$0.00,1,21,2.0,f,f,flexible
358,f,1.0,-22.935873202675857,-43.17814703882485,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Wheelchair accessible"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer}",$777.00,1,$0.00,1,1125,0.0,f,f,flexible
359,t,3.0,-22.98289210063448,-43.19099126041605,Condominium,Entire home/apt,4,1.0,1.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Long term stays allowed""}",$295.00,2,$97.00,4,30,82.0,f,f,strict_14_with_grace_period
360,f,4.0,-22.983057646256967,-43.19209555082963,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}",$455.00,4,$52.00,2,89,5.0,f,f,strict_14_with_grace_period
361,f,4.0,-22.978194543997656,-43.19019830727483,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Family/kid friendly""}",$152.00,2,$30.00,2,89,19.0,f,f,strict_14_with_grace_period
362,f,4.0,-22.985142595276464,-43.190877579622565,Apartment,Entire home/apt,3,0.0,2.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly""}",$152.00,2,$52.00,3,30,5.0,f,f,strict_14_with_grace_period
363,t,3.0,-22.96317609300404,-43.174597640329374,Apartment,Entire home/apt,4,1.0,0.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Beach essentials"",""Long term stays allowed"",""Wide hallway clearance"",""Well-lit path to entrance"",""Host greets you""}",$159.00,2,$25.00,3,28,57.0,t,f,moderate
364,t,7.0,-22.973945128073343,-43.18935586052197,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",$124.00,2,$30.00,3,30,121.0,t,f,strict_14_with_grace_period
365,f,2.0,-22.950916953117773,-43.198740282664616,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,""Pets live on this property"",Dog(s),Elevator,""Buzzer/wireless intercom"",Washer,""Fire extinguisher"",Essentials,""Lock on bedroom door"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard""}",$214.00,1,$75.00,3,365,10.0,f,f,strict_14_with_grace_period
366,f,5.0,-22.98395086916311,-43.19835394766464,Apartment,Entire home/apt,4,1.5,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}",$971.00,1,$0.00,5,15,1.0,f,f,moderate
367,f,5.0,-22.983924740409407,-43.19992725889221,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{Wifi,""Pets live on this property"",Dog(s),Elevator,""Buzzer/wireless intercom""}",$971.00,1,$0.00,1,14,0.0,f,f,strict_14_with_grace_period
368,f,5.0,-22.959956093098,-43.201092412607146,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,"{TV,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Shampoo,""Hair dryer"",Iron}",$699.00,7,$100.00,5,60,1.0,f,f,moderate
