,host_is_superhost,host_listings_count,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,instant_bookable,is_business_travel_ready,cancellation_policy
266,f,2.0,-22.986684516279222,-43.20403453139976,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}",$583.00,2,$97.00,5,14,26.0,f,f,super_strict_30
267,f,1.0,-22.97984791308875,-43.191354046534975,Apartment,Entire home/apt,5,1.0,1.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,Essentials,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Hot water"",""Long term stays allowed"",""Paid parking on premises""}",$225.00,5,$78.00,5,90,116.0,t,f,strict_14_with_grace_period
268,f,2.0,-22.9300689216508,-43.19453100989298,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",Washer,Shampoo}",$583.00,1,$117.00,2,300,7.0,f,f,strict_14_with_grace_period
269,f,3.0,-22.96719546430432,-43.17983066452528,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",$249.00,1,$0.00,2,365,8.0,f,f,strict_14_with_grace_period
270,t,5.0,-22.98404668007873,-43.20033559708556,Apartment,Entire home/apt,4,1.5,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Children’s books and toys"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",$198.00,4,$60.00,2,1124,29.0,f,f,strict_14_with_grace_period
271,f,5.0,-22.91789143527505,-43.19163762427343,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Pets live on this property"",Cat(s),""Family/kid friendly"",Washer,""Hair dryer"",Iron,""Laptop friendly workspace""}",$291.00,1,$0.00,1,14,2.0,t,f,strict_14_with_grace_period
272,f,1.0,-22.98410438970749,-43.19268956952354,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Fire extinguisher"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$66.00,2,$50.00,3,30,44.0,t,f,strict_14_with_grace_period
273,f,2.0,-22.966306735066148,-43.17260586702315,Apartment,Entire home/apt,6,2.5,3.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Hangers,Iron,""Laptop friendly workspace""}",$680.00,4,$0.00,3,30,12.0,f,f,strict_14_with_grace_period
274,f,2.0,-22.938361619417247,-43.20521792145274,Loft,Entire home/apt,5,1.5,1.0,2.0,Real Bed,"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Hot tub"",""Indoor fireplace"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""High chair"",""Children’s books and toys"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",$229.00,2,$78.00,2,365,27.0,f,f,strict_14_with_grace_period
275,f,1.0,-22.979536705668284,-43.19019484304139,Apartment,Entire home/apt,4,1.0,1.0,4.0,Real Bed,"{TV,Wifi,Kitchen,""Paid parking off premises"",""Smoking allowed"",Elevator,""Free street parking"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Baby monitor"",""Children’s books and toys"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Well-lit path to entrance"",""Step-free access"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Accessible-height toilet"",""Step-free access"",Waterfront,""Lake access"",Beachfront,""Ski in/Ski out"",""Handheld shower head"",""Shower chair""}",$132.00,4,$60.00,5,1125,73.0,f,f,strict_14_with_grace_period
276,f,2.0,-23.00654062415445,-43.34505822552332,Apartment,Entire home/apt,4,2.0,1.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""24-hour check-in"",Hangers,Iron,Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",Oven,Stove}",$361.00,6,$96.00,3,365,8.0,f,f,strict_14_with_grace_period
277,f,1.0,-22.965306124566197,-43.18145602654845,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,""Wide hallway clearance"",""Step-free access"",""Step-free access"",Beachfront}",$245.00,2,$250.00,7,36,0.0,f,f,strict_14_with_grace_period
278,f,1.0,-22.98354734310433,-43.197926757970045,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Gym,Breakfast,Elevator,""Free street parking"",Washer,""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Stair gates"",""Window guards"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Luggage dropoff allowed"",""Wide hallway clearance"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Accessible-height toilet"",""Step-free access"",""Wide entryway"",""Host greets you""}",$194.00,1,$58.00,3,28,8.0,f,f,strict_14_with_grace_period
279,f,1.0,-22.98288701833145,-43.20252122202401,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$699.00,4,$332.00,4,21,14.0,f,f,strict_14_with_grace_period
280,f,1.0,-22.914853168581,-43.18586235182122,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,"{TV,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",""Family/kid friendly""}",$272.00,3,$311.00,5,30,4.0,f,f,strict_14_with_grace_period
281,f,54.0,-22.967713427163147,-43.187179588697575,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Pets allowed"",Doorman,""Pets live on this property"",Dog(s),Cat(s),Elevator,""Buzzer/wireless intercom"",Washer,Dryer,Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Window guards"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Host greets you""}",$179.00,2,$100.00,3,30,30.0,f,f,strict_14_with_grace_period
282,f,1.0,-22.96776638572468,-43.1819181446616,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Essentials,Hangers,Iron,""Hot water"",""Bed linens"",""Extra pillows and blankets""}",$233.00,1,$0.00,4,365,23.0,t,f,moderate
283,f,5.0,-22.917038512195724,-43.19026223951512,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Family/kid friendly"",Washer,Essentials,""24-hour check-in""}","$1,360.00",3,$39.00,1,7,3.0,f,f,strict_14_with_grace_period
284,f,3.0,-22.96840278142752,-43.18209058881688,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Paid parking off premises"",Elevator,Washer,Essentials,Hangers,Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",$179.00,2,$50.00,3,30,131.0,t,f,strict_14_with_grace_period
285,t,10.0,-22.98444654465981,-43.200373532313,Apartment,Entire home/apt,4,1.5,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""High chair"",""Babysitter recommendations"",Crib,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}",$152.00,3,$45.00,2,180,82.0,f,f,moderate
286,f,1.0,-22.881770552619844,-43.49129234328053,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",""Pets allowed"",Breakfast,Washer,Essentials,Shampoo,""Lock on bedroom door"",""Hot water"",""Host greets you""}",$31.00,1,$45.00,1,6,2.0,f,f,flexible
287,f,2.0,-22.8403448303516,-43.31419673129866,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Free parking on premises"",Breakfast,""Buzzer/wireless intercom""}",$233.00,1,$0.00,1,1125,0.0,f,f,flexible
288,f,1.0,-22.988558356395608,-43.2264087234198,Condominium,Entire home/apt,5,1.5,2.0,3.0,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Host greets you""}",$311.00,4,$97.00,8,18,17.0,f,f,strict_14_with_grace_period
289,f,2.0,-22.98680549263395,-43.19747563988771,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""Hot water"",Other}",$132.00,2,$220.00,3,90,25.0,f,f,strict_14_with_grace_period
290,f,2.0,-22.98059634546848,-43.19818025817462,Apartment,Entire home/apt,4,2.0,2.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}",$439.00,4,$132.00,2,1125,15.0,f,f,strict_14_with_grace_period
291,f,1.0,-22.97830402232031,-43.19089390579876,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Family/kid friendly"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",""Long term stays allowed""}",$253.00,2,$78.00,2,90,39.0,f,f,moderate
292,t,3.0,-22.97122528201036,-43.18994244721952,Apartment,Entire home/apt,5,2.0,2.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private entrance"",""Outlet covers"",""Baby bath"",""High chair"",""Children’s books and toys"",""Babysitter recommendations"",Crib,""Pack ’n Play/travel crib"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""EV charger"",""Patio or balcony"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",""Wide hallway clearance"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Disabled parking spot"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Wide doorway"",""Accessible-height toilet"",""Step-free access"",""Wide entryway""}",$218.00,4,$38.00,2,90,90.0,f,f,strict_14_with_grace_period
293,f,2.0,-22.97916163850297,-43.22685597814176,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Essentials,Shampoo,Iron}",$163.00,1,$89.00,4,1125,11.0,f,f,strict_14_with_grace_period
294,f,2.0,-22.981368342518277,-43.19254561518488,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Elevator,""Family/kid friendly"",Essentials,""Hot water"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Oven,""Single level home"",""Luggage dropoff allowed"",""Long term stays allowed""}",$132.00,1,$39.00,4,1125,28.0,f,f,strict_14_with_grace_period
295,t,1.0,-22.94315274909221,-43.18477592345403,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",Washer,Hangers,""Hair dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$155.00,1,$0.00,3,1125,87.0,t,f,strict_14_with_grace_period
296,f,2.0,-22.969035188990603,-43.18197203745554,Apartment,Entire home/apt,6,3.0,3.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Hangers,""Laptop friendly workspace"",""Hot water"",""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}",$777.00,3,$291.00,3,1125,1.0,f,f,strict_14_with_grace_period
297,f,1.0,-22.98624025727756,-43.22267605387779,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Building staff"",""Hot water"",""Luggage dropoff allowed""}",$389.00,3,$0.00,5,30,39.0,f,f,strict_14_with_grace_period
299,f,4.0,-22.941086899513486,-43.18754097357572,House,Private room,3,1.0,1.0,3.0,Real Bed,"{Internet,Wifi,Kitchen,""Free parking on premises"",Breakfast,""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer}",$505.00,2,$272.00,3,90,1.0,f,f,flexible
300,f,4.0,-22.94078553714833,-43.18847217590761,House,Private room,2,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",Breakfast,""Family/kid friendly"",Washer,Dryer,""First aid kit"",""Fire extinguisher""}",$505.00,2,$272.00,3,90,3.0,f,f,moderate
301,f,5.0,-22.96946066222232,-43.188897901751176,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly""}",$210.00,1,$0.00,3,1125,1.0,f,f,strict_14_with_grace_period
302,f,3.0,-22.9246408635504,-43.191556863741,Hostel,Private room,2,2.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,""Pets live on this property"",Dog(s),Elevator,""Indoor fireplace"",""Buzzer/wireless intercom"",""First aid kit"",""Fire extinguisher"",Essentials}",$272.00,2,$0.00,2,21,20.0,f,f,moderate
303,f,3.0,-22.925010251668844,-43.19106890468637,Hostel,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Breakfast,""Pets live on this property"",Dog(s),Cat(s),Elevator,""Hot tub"",""Indoor fireplace"",""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,Dryer,Essentials}",$971.00,2,$0.00,2,30,0.0,f,f,moderate
304,t,6.0,-22.985799653326374,-43.20196471813366,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,""Buzzer/wireless intercom"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Host greets you""}",$229.00,2,$39.00,4,90,122.0,t,f,strict_14_with_grace_period
305,f,1.0,-22.982118451850017,-43.19839655849066,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,""Pets live on this property"",Dog(s),Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_50"",""Bed linens"",""Extra pillows and blankets""}",$155.00,1,$78.00,3,30,10.0,t,f,strict_14_with_grace_period
307,t,4.0,-22.96870619690722,-43.18217336089753,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,"{Internet,Wifi,Doorman,""Pets live on this property"",Dog(s),Cat(s),Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Luggage dropoff allowed"",""Host greets you""}",$124.00,1,$30.00,1,15,34.0,t,f,strict_14_with_grace_period
308,t,1.0,-22.96521432174303,-43.17614346349849,Apartment,Entire home/apt,8,1.5,2.0,6.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",""Bed linens"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed""}",$152.00,4,$16.00,1,120,63.0,f,f,strict_14_with_grace_period
309,f,4.0,-22.941385903671176,-43.18730402266775,House,Private room,8,2.0,1.0,8.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",Breakfast,""Pets live on this property"",Dog(s),""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""First aid kit"",""Fire extinguisher"",Shampoo}","$1,360.00",6,$272.00,3,90,6.0,f,f,strict_14_with_grace_period
310,f,8.0,-22.94156584339963,-43.18577921079981,House,Private room,2,2.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Free parking on premises"",Breakfast,""Pets live on this property"",Dog(s),""Free street parking"",Washer,Essentials,""Lock on bedroom door"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you""}",$70.00,1,$68.00,3,1000,12.0,f,f,strict_14_with_grace_period
312,t,4.0,-22.977048719216143,-43.188644210944005,Apartment,Entire home/apt,5,2.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$253.00,4,$97.00,3,31,164.0,f,f,strict_14_with_grace_period
313,f,2.0,-22.98309575598705,-43.301339493360345,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Wifi,""Air conditioning"",Pool,""Free parking on premises"",Doorman,""Pets live on this property"",Dog(s),Washer,Essentials,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$198.00,2,$0.00,2,120,8.0,f,f,strict_14_with_grace_period
314,t,4.0,-22.9771726013364,-43.18935067591689,Apartment,Entire home/apt,6,2.0,2.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$229.00,4,$97.00,3,1125,158.0,f,f,strict_14_with_grace_period
315,f,3.0,-22.924733018859254,-43.19144220741261,Hostel,Private room,2,1.5,1.0,2.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,""Pets live on this property"",Dog(s),Cat(s),Elevator,""Indoor fireplace"",""Buzzer/wireless intercom"",""Suitable for events"",""First aid kit"",""Fire extinguisher"",Essentials}",$272.00,2,$39.00,2,30,13.0,f,f,moderate
316,f,5.0,-22.92269905848436,-43.1833651647412,Apartment,Entire home/apt,16,5.0,6.0,16.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Pets live on this property"",Dog(s),Cat(s),""Family/kid friendly"",Washer,Essentials}","$3,298.00",4,$0.00,1,30,11.0,t,f,strict_14_with_grace_period
317,f,1.0,-22.959867595274773,-43.208268552406,Apartment,Entire home/apt,5,1.5,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}",$649.00,4,$0.00,2,7,1.0,f,f,strict_14_with_grace_period
318,f,1.0,-22.95577257284226,-43.19907547086449,Apartment,Entire home/apt,3,1.0,1.0,2.0,Futon,"{Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",""Smoke detector"",Essentials,""Hot water"",""Host greets you""}",$350.00,2,$20.00,14,30,0.0,f,f,strict_14_with_grace_period
319,f,1.0,-22.92086951044769,-43.18861633994251,Apartment,Entire home/apt,6,3.0,2.0,5.0,Real Bed,"{TV,Internet,Wifi,""Wheelchair accessible"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""First aid kit"",""Safety card"",Essentials,Hangers,Iron}","$1,251.00",1,$100.00,20,30,1.0,f,f,strict_14_with_grace_period
320,f,1.0,-22.96733825279193,-43.49179654833001,Loft,Private room,2,1.0,1.0,1.0,Pull-out Sofa,"{""Cable TV"",Wifi,Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Pets live on this property"",Dog(s),Cat(s),""Other pet(s)"",""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer}",$198.00,1,$50.00,1,30,0.0,f,f,strict_14_with_grace_period
321,f,1.0,-22.96528749449213,-43.23700501085349,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Wifi,""Air conditioning"",""Free parking on premises"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),""Family/kid friendly"",Washer,Dryer,Essentials}",$777.00,1,$0.00,1,30,0.0,f,f,flexible
322,t,2.0,-23.013567811414266,-43.31437445684339,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,"{""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,""Smoking allowed"",Breakfast,""Pets live on this property"",Dog(s),Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Hangers,""Hair dryer"",Iron,Bathtub,""Window guards"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide clearance to bed"",""Step-free access"",""Wide doorway"",""Step-free access"",""Wide entryway""}",$152.00,1,$100.00,2,90,7.0,f,f,strict_14_with_grace_period
323,f,1.0,-23.02196914898275,-43.51959449724421,House,Private room,4,1.0,1.0,2.0,Real Bed,"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,""Pets live on this property"",Dog(s),""Family/kid friendly""}",$198.00,1,$118.00,2,1125,0.0,f,f,strict_14_with_grace_period
